,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,greedy,unknoting_number,MaskablePPO,PPO
1219,-2,-2,2,-1,-2,-1,2,1,2,1,-1,-2,2,2,1,-1,-2,1,1,-2,2,2,2,12
1220,-2,-2,2,-1,-2,1,-2,-1,-1,-2,2,-1,-1,-1,-1,1,-2,-1,1,-2,7,5,9,13
1221,-2,-2,2,-1,-2,1,-1,-1,-2,-1,-2,2,-2,2,1,2,2,-2,2,1,1,1,7,7
1222,-2,-2,2,-1,-2,1,1,-2,-2,1,-1,2,-2,-2,2,1,-1,-2,1,-2,103,2,4,10
1223,-2,-2,2,-1,-2,2,-1,-1,-2,-2,-2,1,-1,-1,-2,-1,-1,1,2,-2,5,5,61,7
1224,-2,-2,2,-1,-2,2,2,-1,2,2,-1,-1,1,1,-1,-1,-2,1,-2,2,3,3,7,11
1225,-2,-2,2,-1,-2,2,2,1,-1,2,1,-2,2,1,2,-1,-1,2,1,2,6,4,6,8
1226,-2,-2,2,-1,-1,-2,-2,-2,1,2,-1,-2,-2,-2,-2,1,2,-1,1,-1,6,4,6,10
1227,-2,-2,2,-1,-1,-2,1,-2,1,-1,1,1,2,2,2,-1,2,2,2,2,4,4,4,14
1228,-2,-2,2,-1,-1,-2,1,-1,1,1,1,2,-1,2,2,1,1,1,2,1,3,3,7,11
1229,-2,-2,2,-1,-1,-1,-2,1,1,-1,-1,2,2,-1,2,1,-1,-2,2,-1,4,2,4,10
1230,-2,-2,2,-1,-1,-1,-2,1,1,1,1,-2,2,2,2,-2,2,2,-1,-2,4,4,8,8
1231,-2,-2,2,-1,-1,-1,-1,-2,-1,2,-2,-1,-1,2,-1,1,2,-1,-2,-2,103,5,7,9
1232,-2,-2,2,-1,-1,-1,-1,-2,1,-1,-1,-1,-1,1,-1,-2,2,-1,2,-2,5,5,5,11
1233,-2,-2,2,-1,-1,-1,-1,-1,2,-2,-1,-1,1,-2,-1,-1,2,2,2,2,103,5,5,11
1234,-2,-2,2,-1,-1,-1,-1,1,2,-2,1,1,1,1,-1,-2,-1,-1,-1,-1,3,3,5,11
1235,-2,-2,2,-1,-1,-1,-1,2,2,1,-1,1,-2,-1,-2,1,-1,1,1,-1,2,2,6,2
1236,-2,-2,2,-1,-1,-1,1,-1,-2,2,-1,2,-1,-1,-2,2,2,1,-1,2,4,4,6,8
1237,-2,-2,2,-1,-1,-1,1,1,-2,1,2,-1,2,2,-1,-2,1,2,1,2,3,3,13,11
1238,-2,-2,2,-1,-1,-1,2,-1,-1,2,-1,2,1,1,-1,-2,-2,1,-1,1,6,6,8,8
1239,-2,-2,2,-1,-1,1,-2,-2,-2,1,-2,-2,-2,-2,1,1,-2,2,2,1,4,4,12,8
1240,-2,-2,2,-1,-1,1,-2,2,-1,-1,2,-2,-1,2,1,1,1,-1,2,-2,3,3,7,7
1241,-2,-2,2,-1,-1,1,-1,-2,1,-1,-2,2,1,2,2,-2,2,1,1,1,3,3,7,9
1242,-2,-2,2,-1,-1,1,-1,-1,2,-2,-2,-2,-2,-2,2,1,2,1,-2,2,2,2,4,2
1243,-2,-2,2,-1,-1,1,1,-1,-1,-1,1,-2,2,-2,2,-1,2,-1,-2,-1,3,3,5,15
1244,-2,-2,2,-1,-1,1,2,-2,-1,1,1,2,2,2,2,2,-1,1,1,1,3,3,9,7
1245,-2,-2,2,-1,-1,1,2,-1,1,2,-1,2,1,2,-1,2,1,-2,-1,-1,2,2,8,10
1246,-2,-2,2,-1,-1,2,-2,-2,1,-1,-1,-1,-1,1,2,-2,2,2,2,2,103,3,5,3
1247,-2,-2,2,-1,-1,2,-1,-2,-1,-1,2,2,-2,-2,-2,-2,2,2,-2,1,3,3,7,3
1248,-2,-2,2,-1,-1,2,1,-1,-2,-2,1,2,-1,-1,-2,1,2,2,-1,-1,4,2,8,8
1249,-2,-2,2,-1,-1,2,1,-1,-1,-1,-2,-1,2,2,2,2,1,-2,2,2,2,2,6,4
1250,-2,-2,2,-1,-1,2,2,2,-2,2,1,1,1,-1,-1,-2,2,2,-2,1,3,3,7,5
1251,-2,-2,2,-1,1,-2,-2,-1,-2,1,-1,-2,-2,2,1,-2,1,1,2,2,1,1,3,11
1252,-2,-2,2,-1,1,-2,-2,1,-1,1,2,-2,-2,1,1,-1,-1,-2,-1,2,2,2,2,2
1253,-2,-2,2,-1,1,-2,-1,-2,1,-2,2,-2,-2,2,1,-1,-1,-2,-1,-1,4,4,6,10
1254,-2,-2,2,-1,1,-2,-1,-2,2,-2,2,-1,-2,-2,-1,-2,2,2,2,-1,103,5,5,13
1255,-2,-2,2,-1,1,-2,-1,1,-1,1,1,1,-2,-2,-1,-2,1,1,2,-1,1,1,1,1
1256,-2,-2,2,-1,1,-2,-1,1,1,1,-1,-1,-2,1,-2,-2,-2,2,1,2,3,3,3,9
1257,-2,-2,2,-1,1,-2,1,-1,-2,-1,-2,-2,2,2,-1,-2,1,-2,2,-1,3,3,5,3
1258,-2,-2,2,-1,1,-2,1,2,-2,1,2,2,-2,-1,2,-1,2,-1,-2,2,2,2,2,14
1259,-2,-2,2,-1,1,-2,2,1,2,1,2,1,-2,-2,2,-2,-1,1,2,2,2,2,2,12
1260,-2,-2,2,-1,1,-1,-2,-2,-1,-1,2,1,-2,1,-2,1,1,2,1,-1,3,3,3,13
1261,-2,-2,2,-1,1,-1,-2,-2,1,2,-1,1,-1,-2,1,-2,-2,-1,2,-1,3,3,5,13
1262,-2,-2,2,-1,1,-1,-2,2,-2,1,-2,-1,1,-2,1,-2,1,2,2,2,103,4,4,10
1263,-2,-2,2,-1,1,-1,-1,-1,-1,-1,2,2,-1,1,1,1,-2,-1,2,1,3,3,9,11
1264,-2,-2,2,-1,1,-1,1,1,-2,-1,1,-2,1,-2,-2,2,-1,-2,2,1,3,3,3,11
1265,-2,-2,2,-1,1,-1,2,-2,1,-1,2,-1,-2,2,-2,1,-1,-1,-2,2,2,2,2,14
1266,-2,-2,2,-1,1,-1,2,1,-2,-2,-2,-2,1,1,1,-1,-2,1,2,-2,5,5,9,11
1267,-2,-2,2,-1,1,1,-2,-2,-2,-1,-2,-1,1,1,-2,2,2,-1,1,-2,2,2,101,12
1268,-2,-2,2,-1,1,1,-2,-2,1,-1,-1,-2,-2,2,2,-2,2,2,2,2,2,2,4,4
1269,-2,-2,2,-1,1,1,-2,-1,-1,-1,-1,-2,2,1,1,1,2,1,-2,2,2,2,4,10
1270,-2,-2,2,-1,1,1,-1,1,2,2,2,1,-2,2,1,2,-1,2,1,1,4,4,6,8
1271,-2,-2,2,-1,1,1,1,-2,2,1,-1,1,-1,2,-1,-1,-2,-2,1,1,2,2,4,2
1272,-2,-2,2,-1,1,1,1,-1,-2,2,-2,2,-2,1,1,-2,2,2,1,2,2,2,2,2
1273,-2,-2,2,-1,1,1,1,2,-2,-1,-1,-2,-2,2,1,-1,-2,1,1,2,2,2,2,8
1274,-2,-2,2,-1,1,1,1,2,1,2,1,2,2,2,-1,-1,-1,2,1,-1,3,3,9,11
1275,-2,-2,2,-1,1,2,-2,2,1,-2,2,1,2,2,-1,1,1,1,-2,-2,2,2,4,8
1276,-2,-2,2,-1,1,2,-1,-1,1,-1,-1,-2,-1,1,-1,1,-1,1,2,1,1,1,3,1
1277,-2,-2,2,-1,1,2,-1,2,-2,-2,1,-1,-1,2,-2,-2,-1,-2,-1,1,3,3,5,9
1278,-2,-2,2,-1,1,2,1,-1,-2,-1,-2,-1,1,2,1,-1,1,-2,1,-1,1,1,3,13
1279,-2,-2,2,-1,1,2,1,-1,2,1,-2,-1,-1,-1,-2,-1,2,2,-2,2,1,1,3,11
1280,-2,-2,2,-1,1,2,1,1,-1,-2,2,2,2,-2,2,-1,1,-1,1,1,2,2,4,10
1281,-2,-2,2,-1,1,2,1,1,-1,1,-2,-2,2,-2,-2,-2,1,-2,-2,-1,4,4,6,10
1282,-2,-2,2,-1,1,2,2,-1,-1,-1,2,-2,-2,-2,-1,2,1,-1,2,-2,4,4,6,8
1283,-2,-2,2,-1,1,2,2,-1,1,2,2,-1,2,-1,1,2,2,-1,2,-1,4,4,4,12
1284,-2,-2,2,-1,2,-2,-1,-2,2,1,-1,1,-2,-1,1,-2,2,-1,2,1,1,1,1,13
1285,-2,-2,2,-1,2,-2,-1,-1,2,2,-1,1,2,1,-2,-1,2,-2,-1,-1,2,2,4,8
1286,-2,-2,2,-1,2,-2,1,-1,-1,-2,1,-1,1,2,2,-1,-2,1,-1,-2,2,2,4,12
1287,-2,-2,2,-1,2,-2,1,1,1,1,-2,1,2,1,2,2,-1,-1,2,2,103,5,9,11
1288,-2,-2,2,-1,2,-2,1,2,-2,2,1,-2,-2,2,2,2,-2,1,-2,-2,2,2,4,10
1289,-2,-2,2,-1,2,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,2,1,6,6,6,12
1290,-2,-2,2,-1,2,-2,2,1,-1,-2,1,1,2,2,2,2,2,1,-2,1,5,3,5,11
1291,-2,-2,2,-1,2,-2,2,2,2,2,-1,2,-1,2,1,-2,-1,-2,-2,2,2,2,6,10
1292,-2,-2,2,-1,2,-1,-2,2,-1,-2,-1,-1,2,-2,-2,2,2,2,1,-2,4,4,20,12
1293,-2,-2,2,-1,2,-1,-2,2,-1,1,-2,-1,2,-1,2,-2,-2,1,2,-1,2,2,6,22
1294,-2,-2,2,-1,2,-1,-1,-2,-2,-2,1,-2,-2,2,-2,-1,2,2,-1,-2,4,4,6,12
1295,-2,-2,2,-1,2,1,-2,-1,1,-2,-1,-2,2,-2,-2,-2,1,-2,2,-2,3,3,5,13
1296,-2,-2,2,-1,2,1,-2,-1,2,1,2,1,-2,1,2,1,-1,2,1,-1,4,4,6,14
1297,-2,-2,2,-1,2,1,2,-2,1,1,-1,-2,-1,-1,2,-2,2,-2,-1,2,3,3,3,11
1298,-2,-2,2,-1,2,2,-2,-1,-1,-1,-2,1,2,-2,1,-2,-2,-2,-2,-1,6,6,10,12
1299,-2,-2,2,-1,2,2,-1,-2,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,4,4,6,6
1300,-2,-2,2,-1,2,2,-1,-2,1,-2,2,-2,1,1,2,1,-1,-2,-2,-1,3,3,5,13
1301,-2,-2,2,-1,2,2,2,-2,2,-2,2,2,1,-1,2,1,-2,1,-1,-1,3,3,3,7
1302,-2,-2,2,-1,2,2,2,-1,-1,-2,-1,2,-2,1,1,-1,-2,-1,-2,-1,3,3,9,11
1303,-2,-2,2,1,-2,-2,-1,2,2,-1,2,-1,2,1,1,2,1,-2,1,-2,3,3,5,13
1304,-2,-2,2,1,-2,-2,1,1,2,1,-1,-1,1,2,1,2,-2,-2,2,2,2,2,4,6
1305,-2,-2,2,1,-2,-2,2,-1,-1,2,2,2,-1,-2,-2,-2,2,-2,-2,-2,5,5,7,9
1306,-2,-2,2,1,-2,-2,2,-1,1,2,-1,1,-2,-1,-2,1,1,2,2,-1,2,2,8,101
1307,-2,-2,2,1,-2,-1,-2,-1,-2,2,-1,-2,-2,-1,-1,1,-2,-2,-1,-1,6,6,14,10
1308,-2,-2,2,1,-2,-1,1,-2,2,1,-1,2,2,-1,2,-2,-1,2,-1,2,2,2,4,8
1309,-2,-2,2,1,-2,-1,1,-1,2,2,1,1,-2,-2,1,1,-1,2,-1,2,1,1,1,7
1310,-2,-2,2,1,-2,-1,1,1,1,-1,-2,-2,-2,-1,-1,-1,1,2,-2,-1,5,3,3,13
1311,-2,-2,2,1,-2,-1,1,1,2,1,-2,1,1,1,2,1,-1,-1,2,1,5,5,7,13
1312,-2,-2,2,1,-2,1,-2,2,2,1,2,-2,2,-1,-2,2,1,2,-1,-1,103,3,3,9
1313,-2,-2,2,1,-2,1,1,-2,2,1,-1,2,-1,-2,-2,-2,-2,2,2,-2,3,3,5,5
1314,-2,-2,2,1,-2,1,2,-2,-2,-2,1,-2,1,1,1,-2,2,-2,-2,2,2,2,6,10
1315,-2,-2,2,1,-2,1,2,-2,-1,2,2,-1,-1,-1,-2,-2,-1,2,-1,-2,5,5,11,9
1316,-2,-2,2,1,-2,1,2,-2,1,-1,-1,1,2,1,-1,1,2,-2,1,1,2,2,14,10
1317,-2,-2,2,1,-2,1,2,-1,-1,-2,-2,-2,1,-1,2,2,2,-1,2,2,4,4,6,12
1318,-2,-2,2,1,-2,1,2,-1,1,-2,2,2,1,-2,-1,-2,1,1,2,2,2,2,2,12
1319,-2,-2,2,1,-2,1,2,2,1,-1,2,-2,2,1,-1,-2,1,-2,-1,2,3,3,3,9
1320,-2,-2,2,1,-2,2,-2,-2,-2,-2,1,1,-2,1,-2,-2,-1,2,-1,-2,3,3,5,7
1321,-2,-2,2,1,-2,2,-2,-1,-2,1,1,2,-1,-2,1,-2,2,2,-2,2,2,2,8,8
1322,-2,-2,2,1,-2,2,-2,-1,-1,-2,1,2,-1,-1,-2,-2,-1,1,-2,2,5,5,7,7
1323,-2,-2,2,1,-2,2,1,-1,2,-1,-1,1,1,2,-1,-1,1,2,-1,1,1,1,1,7
1324,-2,-2,2,1,-2,2,1,2,2,2,2,1,2,1,-2,2,1,-1,-2,1,102,4,8,8
1325,-2,-2,2,1,-2,2,2,-2,-2,-1,1,-1,1,-2,-2,-1,1,1,2,-1,3,3,5,13
1326,-2,-2,2,1,-2,2,2,-2,2,-1,-2,-2,-1,-1,-2,2,-2,-2,2,1,4,4,4,4
1327,-2,-2,2,1,-2,2,2,1,2,-2,2,-2,1,-1,1,-1,2,1,2,-2,2,2,32,14
1328,-2,-2,2,1,-2,2,2,2,-1,-2,-2,2,-1,2,-2,2,-2,2,-2,-1,1,1,3,3
1329,-2,-2,2,1,-2,2,2,2,-1,-2,-1,2,-1,-2,-2,-2,-2,2,-1,-2,3,3,9,7
1330,-2,-2,2,1,-1,-2,-2,-2,1,1,1,2,-2,-2,1,-1,1,1,-2,1,6,4,6,8
1331,-2,-2,2,1,-1,-2,-1,-2,-1,-2,1,1,2,-1,2,2,1,-1,-2,1,3,3,7,7
1332,-2,-2,2,1,-1,-2,-1,-2,2,-1,-2,-2,2,-2,1,-1,2,-1,1,-2,3,3,3,7
1333,-2,-2,2,1,-1,-2,-1,-1,2,2,2,2,1,-2,2,2,-1,1,-2,-1,2,2,4,6
1334,-2,-2,2,1,-1,-2,1,-2,1,-2,1,1,2,-1,1,2,-1,-1,-1,-2,3,3,5,11
1335,-2,-2,2,1,-1,-2,1,-1,2,-2,-2,2,2,-2,1,1,2,-2,-2,2,2,2,2,8
1336,-2,-2,2,1,-1,-1,-2,-1,1,-2,-1,-2,1,-2,-1,-1,1,-1,-2,-1,5,5,5,11
1337,-2,-2,2,1,-1,-1,1,-2,2,2,2,2,2,2,2,2,-2,-2,2,-2,2,2,2,2
1338,-2,-2,2,1,-1,-1,1,2,-1,1,-1,-2,-2,2,1,-2,-1,-1,1,-2,2,2,4,8
1339,-2,-2,2,1,-1,-1,2,-2,-1,2,-2,1,-1,1,-2,-1,1,-2,-1,2,2,2,2,2
1340,-2,-2,2,1,-1,-1,2,-1,2,1,-1,2,-1,-1,1,2,-1,-2,2,2,2,2,4,6
1341,-2,-2,2,1,-1,-1,2,1,-1,-1,-1,-2,-1,-1,2,1,-2,-1,2,-2,3,3,5,11
1342,-2,-2,2,1,-1,1,-1,-1,-1,1,-1,-2,-1,-1,2,2,-2,-1,-1,2,3,3,7,7
1343,-2,-2,2,1,-1,1,-1,2,-2,-2,2,1,1,-2,1,-2,-2,2,-2,-1,1,1,3,9
1344,-2,-2,2,1,-1,1,1,-1,2,2,-2,1,-1,-2,-2,-2,-1,-2,-1,-1,3,3,5,3
1345,-2,-2,2,1,-1,1,2,-2,1,2,2,1,-1,-1,1,2,-2,2,2,-2,2,2,2,6
1346,-2,-2,2,1,-1,1,2,-2,2,2,1,2,2,1,-2,2,-1,-2,1,1,3,3,7,9
1347,-2,-2,2,1,-1,2,-2,1,2,-1,1,2,1,2,-2,1,1,-2,-1,-1,3,3,7,9
1348,-2,-2,2,1,-1,2,-2,2,1,-2,-2,-2,-1,-1,-1,1,-1,1,2,1,3,3,11,7
1349,-2,-2,2,1,-1,2,-1,-1,-2,-1,-2,1,1,2,-2,1,1,1,2,-1,4,4,6,10
1350,-2,-2,2,1,-1,2,2,2,-2,-1,-1,1,-2,-2,-2,2,-1,1,-1,2,3,3,3,3
1351,-2,-2,2,1,-1,2,2,2,-1,-2,1,1,-2,-1,-2,2,-1,2,2,1,3,3,9,7
1352,-2,-2,2,1,1,-2,-2,-2,-1,-2,-1,1,-2,1,-1,2,2,-1,1,-1,4,4,6,8
1353,-2,-2,2,1,1,-2,-2,-2,2,1,-1,-2,-1,-1,2,-2,2,2,-2,2,102,3,3,9
1354,-2,-2,2,1,1,-2,-2,1,1,1,-1,2,1,-2,-2,-1,-1,1,1,1,3,3,7,7
1355,-2,-2,2,1,1,-2,-2,1,2,-1,1,1,-2,1,-1,2,-2,1,2,-2,3,3,21,9
1356,-2,-2,2,1,1,-2,-1,-2,2,-2,2,1,-1,-2,1,2,1,2,-2,2,1,1,1,1
1357,-2,-2,2,1,1,-2,-1,-1,1,2,2,-1,1,2,2,1,1,2,-2,-1,4,4,4,10
1358,-2,-2,2,1,1,-2,1,1,-1,1,1,-2,1,-2,-1,-1,-2,2,1,2,3,3,5,11
1359,-2,-2,2,1,1,-1,-2,-1,-1,1,2,-2,-2,-1,1,2,2,1,-1,1,2,2,101,10
1360,-2,-2,2,1,1,-1,-1,-2,1,2,-1,1,-2,-1,2,2,2,2,-2,2,1,1,5,1
1361,-2,-2,2,1,1,-1,-1,1,-1,2,-2,1,-1,2,1,2,1,2,1,2,3,3,7,5
1362,-2,-2,2,1,1,-1,-1,1,2,-1,-2,2,2,-2,-1,-1,1,2,1,2,3,3,3,7
1363,-2,-2,2,1,1,-1,1,2,1,2,2,-1,-2,-2,-1,-1,2,-1,1,-2,4,4,6,10
1364,-2,-2,2,1,1,-1,2,-1,-2,2,-1,2,-2,2,1,-2,1,2,-2,1,5,5,7,9
1365,-2,-2,2,1,1,1,-2,-2,1,-2,1,-1,-1,-2,1,1,1,-2,1,-2,4,4,6,14
1366,-2,-2,2,1,1,1,-2,2,1,1,1,2,-2,-1,2,-2,2,1,-2,1,3,3,3,9
1367,-2,-2,2,1,1,1,-1,-2,-2,-1,-1,2,2,-2,2,1,-2,1,2,-1,4,4,8,10
1368,-2,-2,2,1,1,1,-1,-2,-1,2,-1,1,2,-2,-2,1,2,2,-1,1,1,1,1,3
1369,-2,-2,2,1,1,1,1,1,2,1,2,-1,-2,2,-2,2,1,1,2,-2,6,4,4,10
1370,-2,-2,2,1,1,1,2,1,1,-1,-2,2,1,2,-1,-1,1,2,-2,2,102,3,5,5
1371,-2,-2,2,1,1,1,2,1,2,-2,-1,1,-1,-1,1,1,-2,1,-1,-1,1,1,1,1
1372,-2,-2,2,1,1,2,-2,-1,2,-1,2,1,-1,2,-2,1,-1,-2,-2,1,2,2,8,6
1373,-2,-2,2,1,1,2,-1,1,2,-2,-2,-2,2,-1,1,1,2,-1,-2,1,3,3,5,11
1374,-2,-2,2,1,1,2,1,2,1,2,-1,-2,1,2,-1,-2,1,-2,2,2,3,3,23,9
1375,-2,-2,2,1,2,-2,-1,1,1,-2,1,-1,2,-2,-2,1,1,-2,1,-1,4,4,4,14
1376,-2,-2,2,1,2,-2,1,-1,-1,-1,-1,1,-2,2,-2,-2,-2,-1,2,1,2,2,6,10
1377,-2,-2,2,1,2,-2,1,1,-1,-2,-1,2,-2,-1,-1,2,-1,-2,-1,-2,5,5,7,9
1378,-2,-2,2,1,2,-2,2,-1,-2,2,1,-2,1,1,-1,-1,1,2,1,-1,1,1,1,11
1379,-2,-2,2,1,2,-2,2,2,2,1,-2,-1,1,2,2,-2,-2,-1,2,2,2,2,4,4
1380,-2,-2,2,1,2,-1,-2,2,1,-1,1,-2,2,-2,1,-1,2,2,-1,2,1,1,1,5
1381,-2,-2,2,1,2,-1,1,2,-1,-1,2,2,-1,1,-2,-1,-1,-1,-2,-1,4,4,6,6
1382,-2,-2,2,1,2,-1,2,-2,1,2,-1,-1,-2,-1,-2,-2,-2,1,-1,1,4,4,4,12
1383,-2,-2,2,1,2,-1,2,1,1,-2,-2,1,-2,-2,2,1,2,2,-1,-2,5,5,9,11
1384,-2,-2,2,1,2,1,-2,-2,2,-1,-2,1,-2,-1,-2,1,-2,2,1,1,2,2,12,10
1385,-2,-2,2,1,2,1,-1,-2,1,1,2,-1,1,2,2,-1,1,1,2,1,6,4,6,14
1386,-2,-2,2,1,2,1,-1,-1,1,-2,1,-2,-1,1,-2,-2,-1,-2,-2,-1,3,3,7,9
1387,-2,-2,2,1,2,1,-1,2,2,2,2,2,1,1,-1,-1,1,-1,1,2,4,4,6,6
1388,-2,-2,2,1,2,1,1,-2,2,-2,-2,1,-1,-1,-2,-2,-2,-1,1,1,1,1,5,13
1389,-2,-2,2,1,2,1,1,-2,2,-2,-2,2,-2,-2,2,-1,2,2,-2,1,1,1,5,11
1390,-2,-2,2,1,2,1,1,1,-1,2,-1,1,1,-2,1,1,-1,1,-1,-1,2,2,4,8
1391,-2,-2,2,1,2,2,-1,-2,-1,1,1,-2,2,2,-1,2,2,-2,-1,-2,4,4,18,12
1392,-2,-2,2,1,2,2,-1,2,2,1,-2,1,-1,-2,1,2,1,1,-2,-2,2,2,4,8
1393,-2,-2,2,1,2,2,1,1,2,-1,2,2,-1,1,-1,1,-2,-1,-1,-1,3,3,7,11
1394,-2,-2,2,1,2,2,1,2,-1,-1,-2,-1,-2,1,-2,-2,2,-1,2,2,2,2,8,10
1395,-2,-2,2,1,2,2,2,-2,-1,2,-1,-1,-2,-1,1,-1,-2,-2,-1,2,4,2,6,8
1396,-2,-2,2,2,-2,-2,-2,-1,2,-1,-1,-2,-1,-2,-1,2,1,1,-2,-1,4,4,6,10
1397,-2,-2,2,2,-2,-2,-2,1,2,-2,1,-2,-2,-2,2,-2,1,-1,2,2,3,3,3,7
1398,-2,-2,2,2,-2,-2,-2,2,1,-2,-1,-1,1,-2,-1,-2,-1,2,-2,1,3,3,7,3
1399,-2,-2,2,2,-2,-2,-1,1,-1,-1,-2,-1,-2,2,-1,-2,2,1,-1,-2,103,4,8,6
1400,-2,-2,2,2,-2,-2,-1,2,2,1,1,2,-2,1,-1,1,-1,-1,2,2,1,1,1,1
1401,-2,-2,2,2,-2,-2,1,-2,1,2,2,-1,2,-2,-1,-2,-1,2,-1,1,3,3,5,11
1402,-2,-2,2,2,-2,-2,1,-2,2,2,2,1,2,1,-1,-2,-1,2,2,1,4,4,6,4
1403,-2,-2,2,2,-2,-2,1,-1,-1,1,-2,2,1,-1,1,-1,2,-1,-1,-2,2,2,2,8
1404,-2,-2,2,2,-2,-2,2,-2,2,1,1,-1,-2,2,1,-1,1,1,-1,-2,2,2,2,10
1405,-2,-2,2,2,-2,-2,2,-2,2,1,1,2,2,-1,1,-1,-1,2,1,-1,1,1,1,3
1406,-2,-2,2,2,-2,-1,-2,-2,-2,-2,-1,1,-2,2,1,1,1,2,-2,-2,4,4,4,8
1407,-2,-2,2,2,-2,-1,-2,1,-2,-1,-2,-2,1,-1,2,-2,-1,1,1,1,2,2,2,10
1408,-2,-2,2,2,-2,-1,-2,1,1,2,2,1,-2,1,-2,-1,-2,2,-1,-2,3,3,7,7
1409,-2,-2,2,2,-2,-1,1,-1,-2,1,2,-2,2,-1,2,-1,-1,2,-2,2,3,3,7,9
1410,-2,-2,2,2,-2,-1,1,2,-1,-2,1,-1,1,-2,1,-1,1,-2,1,1,2,2,6,8
1411,-2,-2,2,2,-2,-1,1,2,2,-2,-2,-1,-2,1,1,-1,-2,-1,-2,-2,3,3,5,13
1412,-2,-2,2,2,-2,-1,2,-2,2,-1,2,-1,-1,-2,2,1,2,-1,1,2,2,2,18,4
1413,-2,-2,2,2,-2,-1,2,-1,-2,-2,1,-1,2,-1,1,-1,-1,1,-2,2,2,2,2,12
1414,-2,-2,2,2,-2,1,-2,-2,-2,1,1,-2,-2,1,2,1,1,1,-2,-2,2,2,2,8
1415,-2,-2,2,2,-2,1,-1,-1,1,2,2,1,2,1,2,1,2,-1,-1,-2,102,2,8,8
1416,-2,-2,2,2,-2,1,-1,1,-2,2,-1,-1,1,-2,-1,-2,2,2,2,1,2,2,2,4
1417,-2,-2,2,2,-2,1,2,-2,-2,-1,-2,1,-1,1,1,1,-2,2,-2,2,2,2,6,8
1418,-2,-2,2,2,-2,1,2,1,-1,1,2,1,1,2,1,-2,-2,1,2,-1,3,3,5,11
1419,-2,-2,2,2,-2,2,-2,-1,2,2,-2,-2,2,-1,-1,2,-1,2,-1,-1,4,2,4,6
1420,-2,-2,2,2,-2,2,-1,1,-1,2,-1,-2,1,-2,-2,-1,-1,-2,2,-2,3,3,7,9
1421,-2,-2,2,2,-2,2,1,-2,-1,1,2,1,2,-2,-2,-1,-1,1,-1,-2,3,3,5,9
1422,-2,-2,2,2,-2,2,1,1,2,2,-2,-1,-1,-1,1,-1,-2,-1,-2,1,3,3,5,7
1423,-2,-2,2,2,-2,2,2,-2,-1,-2,-1,-1,-2,1,2,1,-2,1,-2,-1,2,2,10,10
1424,-2,-2,2,2,-2,2,2,2,1,-1,1,1,1,1,-2,-2,-2,-2,2,2,4,2,6,8
1425,-2,-2,2,2,-1,-2,-2,-1,-2,-2,2,2,-2,2,-2,-1,1,-2,1,1,103,2,4,2
1426,-2,-2,2,2,-1,-2,-2,-1,-2,1,-2,2,2,2,-2,-1,2,-2,2,-1,2,2,8,10
1427,-2,-2,2,2,-1,-2,1,-2,1,-1,2,2,-2,2,-2,1,-2,-1,2,-2,3,3,5,11
1428,-2,-2,2,2,-1,-2,1,-2,2,-1,1,-1,2,-1,-2,-2,-1,-1,2,2,2,2,4,14
1429,-2,-2,2,2,-1,-2,2,-1,-1,-1,-1,2,1,-1,1,-2,-2,2,1,-2,4,4,8,10
1430,-2,-2,2,2,-1,-2,2,2,-2,2,-2,-2,-1,1,-1,-1,2,-1,-2,-2,3,3,5,9
1431,-2,-2,2,2,-1,-1,-2,1,1,-2,1,-2,2,2,2,1,1,1,-1,-1,3,3,3,9
1432,-2,-2,2,2,-1,-1,-2,1,2,1,-2,-2,1,-2,-1,2,2,2,-2,-2,3,3,7,7
1433,-2,-2,2,2,-1,-1,-2,2,2,2,1,-1,-2,-1,-1,-2,-1,-1,-2,2,3,3,7,9
1434,-2,-2,2,2,-1,-1,1,-1,2,-1,-1,2,2,2,-1,-1,2,-2,1,1,103,4,4,8
1435,-2,-2,2,2,-1,-1,1,1,-1,-1,-2,2,-1,-2,2,2,1,-2,-1,-2,2,2,4,6
1436,-2,-2,2,2,-1,-1,2,-1,-1,-2,-2,2,-2,-1,1,-2,1,1,-1,1,103,2,6,8
1437,-2,-2,2,2,-1,-1,2,2,1,2,1,-2,2,2,2,2,-2,1,2,-1,3,3,3,9
1438,-2,-2,2,2,-1,1,-1,-2,-2,-1,1,-2,-2,-2,2,1,-1,1,2,-2,2,2,6,6
1439,-2,-2,2,2,-1,1,-1,-1,1,2,-2,2,2,-1,2,-1,-1,2,1,-1,2,2,6,10
1440,-2,-2,2,2,-1,1,-1,2,1,-1,1,-1,2,-2,-1,1,2,2,2,1,2,2,4,10
1441,-2,-2,2,2,-1,1,2,-2,2,-2,2,-1,-1,1,2,2,-1,2,-1,1,3,3,11,9
1442,-2,-2,2,2,-1,2,-2,1,1,1,-2,1,-2,-2,2,-2,1,2,-2,2,1,1,9,5
1443,-2,-2,2,2,-1,2,-2,2,-1,2,-2,1,-2,-2,1,2,1,-2,2,2,1,1,5,1
1444,-2,-2,2,2,-1,2,-1,1,-1,1,-1,1,-1,-1,-2,-2,2,2,2,1,2,2,2,4
